PROJECT_ID,TYPE,CAMPAIGN_COUNTRY,CLUSTER,DEMOGRAPHY,SURVEY_DATE,RELEASE_DATE,IMPRESSIONS,YES_ANSWERS,NO_ANSWERS,NA_ANSWERS
project_2,wi,ES,USCulture,FEMALE_45to54,2020-10-09,2020-10-23,4703,5,7,0
project_1,vc,AT,PrimeVideoFans,MALE_35to44,2020-07-07,2020-03-18,21409,1,2,13
project_9,vc,DE,SportEntertainment,MALE_45to54,2020-06-23,2020-06-05,9186,22,69,9
project_1,vc,DE,Books,MALE_O55,2020-07-07,2020-03-18,4773,3,0,1
project_5,wi,FR,Moviegoers,FEMALE_O45,2020-04-10,2020-04-15,6487,11,20,6
project_6,wi,GB,BrutalWitty,FEMALE_U25,2019-11-29,2020-02-21,15701,18,45,53
project_1,wi,GB,FemaleLedDrama,MALE_35to44,2020-05-10,2020-03-18,4127,0,6,6
project_7,wi,FR,GuestStars,MALE_O45,2020-05-15,2020-06-05,805,1,1,2
project_5,vc,FR,StrongFemaleLeads,MALE_U25,2020-04-29,2020-04-15,23560,20,322,75
project_6,vc,ES,PRIMEOriginalSeries,MALE_O45,2020-03-09,2020-02-21,4530,11,6,8
project_5,wi,FR,ViewedPrimeVideoCampaigns,MALE_O45,2020-04-10,2020-04-15,7439,8,41,4
project_2,vc,FI,Demo,FEMALE_45to54,2020-11-06,2020-10-23,1977,2,4,2
project_12,wi,FR,MotivationMovies,MALE_45to54,2020-08-21,2020-09-15,3029,0,0,0
project_3,wi,GB,DarkTV,MALE_U25,2020-08-14,2020-09-25,10132,8,54,111
project_1,wi,GB,PopularDramaThrillerTV,MALE_35to44,2020-05-10,2020-03-18,2007,0,3,2
project_2,vc,FI,Mixed_Segment_C,FEMALE_35to44,2020-11-06,2020-10-23,4505,1,5,0
project_9,vc,DE,SportEntertainment,FEMALE_18to24,2020-06-23,2020-06-05,8980,15,46,6
project_6,vc,DE,Drama,MALE_35to44,2020-03-09,2020-02-21,2202,4,10,12
project_6,wi,FR,Drama,MALE_25to34,2019-11-29,2020-02-21,3134,2,14,9
project_1,vc,AT,Motherhood,FEMALE_35to44,2020-07-07,2020-03-18,22990,5,10,26
project_5,vc,FR,FrenchInfluencers,FEMALE_U25,2020-04-29,2020-04-15,14167,54,51,70
project_5,wi,FR,EmpowermentFeminismBodyPositivity,FEMALE_O45,2020-04-10,2020-04-15,4627,12,14,3
project_6,vc,GB,VengeanceSelfJustice,MALE_U25,2020-03-09,2020-02-21,3079,11,25,21
project_4,vc,DE,PrimeVideoFans,MALE_O55,2020-10-13,2020-09-25,1576,12,48,33
project_5,wi,FR,FrenchCinemaTVSeries,FEMALE_25to34,2020-04-10,2020-04-15,12185,22,7,24
project_5,vc,FR,Singles,FEMALE_35to44,2020-04-29,2020-04-15,13090,30,29,31
project_2,vc,NO,Mixed_Segment_A,FEMALE_25to34,2020-11-06,2020-10-23,3595,2,0,1
project_5,wi,FR,Teens,MALE_U25,2020-04-10,2020-04-15,9450,14,91,44
project_6,vc,ES,CastCrew,MALE_O45,2020-03-09,2020-02-21,6316,76,32,92
project_2,vc,NO,Mixed_Segment_B,MALE_U25,2020-11-06,2020-10-23,3611,13,4,5
project_6,vc,ES,VengeanceSelfJustice,FEMALE_35to44,2020-03-09,2020-02-21,4829,25,10,35
project_6,vc,GB,Action,FEMALE_25to34,2020-03-09,2020-02-21,2356,4,9,12
project_11,wi,FR,ParentsKids,FEMALE_25to34,2020-08-21,2020-09-18,7091,0,0,0
project_4,wi,DE,Crime,MALE_25to34,2020-07-15,2020-09-25,11149,54,80,48
project_6,wi,ES,TarantinoStyle,MALE_U25,2019-11-30,2020-02-21,5018,1,5,1
project_1,vc,ES,Books,FEMALE_45to54,2020-08-18,2020-03-18,4825,11,0,4
project_1,vc,ES,WomensFavouriteTV,FEMALE_U25,2020-08-18,2020-03-18,16993,11,11,11
project_14,wi,AT,Mixed_Segment_D,FEMALE_25to34,2020-09-14,2020-12-04,12073,0,0,0
project_2,vc,FI,Mixed_Segment_B,MALE_35to44,2020-11-06,2020-10-23,5290,1,0,0
project_12,wi,FR,MotivationMovies,MALE_18to24,2020-08-21,2020-09-15,3178,0,0,0
project_11,wi,FR,FamilyEntertainment,MALE_45to54,2020-08-21,2020-09-18,10498,0,0,0
project_13,wi,FR,FrenchArtists,MALE_45to54,2020-09-21,2020-09-25,2387,0,0,0
project_11,wi,FR,ComedyHistoricalLiterature,FEMALE_18to24,2020-08-21,2020-09-18,4690,0,0,0
project_1,vc,DE,Cast,FEMALE_O55,2020-07-07,2020-03-18,1518,0,0,1
project_12,wi,FR,FrenchCinema,MALE_25to34,2020-08-21,2020-09-15,3882,0,0,0
project_6,wi,GB,BrutalWitty,MALE_35to44,2019-11-29,2020-02-21,3655,16,3,7
project_6,wi,FR,Action,MALE_25to34,2019-11-29,2020-02-21,3444,5,27,23
project_11,wi,FR,ParentsKids,FEMALE_45to54,2020-08-21,2020-09-18,6063,0,0,0
project_4,vc,DE,Core,FEMALE_35to44,2020-10-13,2020-09-25,1390,11,5,9
project_1,vc,DE,PopularDrama,MALE_U25,2020-07-07,2020-03-18,5661,0,5,6
project_2,vc,IE,Mixed_Segment_A,FEMALE_25to34,2020-11-06,2020-10-23,4727,0,0,0
project_9,wi,DE,Football,FEMALE_25to34,2020-06-02,2020-06-05,3827,16,79,2
project_2,vc,NO,Broad,MALE_U25,2020-11-06,2020-10-23,3402,16,5,0
project_3,wi,IT,VisuallyArresting,MALE_U25,2020-09-08,2020-09-25,4645,0,0,0
project_1,wi,GB,WomensFavouriteTV,FEMALE_U25,2020-05-10,2020-03-18,4596,2,7,4
project_1,vc,ES,BestOfMystery,FEMALE_35to44,2020-08-18,2020-03-18,12160,8,3,16
project_2,vc,DK,Core,MALE_35to44,2020-11-06,2020-10-23,3634,0,0,0
project_14,wi,AT,Control,FEMALE_35to44,2020-09-14,2020-12-04,11933,0,0,0
project_12,wi,FR,ToughGuys,FEMALE_25to34,2020-08-21,2020-09-15,4566,0,0,0
project_12,wi,FR,FrenchCinema,MALE_35to44,2020-08-21,2020-09-15,2588,0,0,0
project_6,wi,GB,VengeanceSelfJustice,FEMALE_O25,2019-11-29,2020-02-21,7630,13,12,26
project_6,vc,DE,Control,MALE_35to44,2020-03-09,2020-02-21,3141,9,35,30
project_4,wi,DE,SophisticatedCrimeTV,FEMALE_45to54,2020-07-15,2020-09-25,1003,4,7,5
project_8,vc,GB,ComedyHorror,FEMALE_O55,2020-11-06,2020-10-30,1831,0,0,0
project_1,vc,DE,Feminism,FEMALE_O45,2020-07-07,2020-03-18,2821,12,9,28
project_9,wi,DE,Football,MALE_18to24,2020-06-02,2020-06-05,3375,54,51,5
project_8,vc,GB,BestOfComedy,MALE_45to54,2020-11-06,2020-10-30,1958,0,0,0
project_13,wi,FR,FrenchCinema,MALE_18to24,2020-09-21,2020-09-25,3413,0,0,0
project_6,vc,ES,PRIMEOriginalSeries,FEMALE_35to44,2020-03-09,2020-02-21,4471,15,1,10
project_6,vc,ES,PRIMEOriginalSeries,MALE_35to44,2020-03-09,2020-02-21,4319,5,5,6
project_2,vc,ES,Control,FEMALE_25to34,2020-11-10,2020-10-23,7420,0,0,0
project_1,vc,AT,Feminism,MALE_35to44,2020-07-07,2020-03-18,21182,4,4,5
project_1,vc,ES,Cast,MALE_25to34,2020-08-18,2020-03-18,6741,1,15,4
project_1,vc,ES,Motherhood,MALE_U25,2020-08-18,2020-03-18,7326,3,7,7
project_7,vc,FR,RealityTVHits,MALE_18to24,2020-07-12,2020-06-05,69172,52,166,41
project_8,vc,GB,ComedyHorror,MALE_35to44,2020-11-06,2020-10-30,2591,0,0,0
project_2,vc,NO,Mixed_Segment_F,MALE_O55,2020-11-06,2020-10-23,2980,1,1,0
project_7,vc,FR,McflyCarlito,FEMALE_35to44,2020-07-12,2020-06-05,74136,8,36,47
project_2,vc,ES,Control,MALE_U25,2020-11-10,2020-10-23,8908,0,0,0
project_6,vc,ES,CastCrew,MALE_25to34,2020-03-09,2020-02-21,6374,66,46,68
project_1,vc,DE,Cast,FEMALE_25to34,2020-07-07,2020-03-18,7725,21,5,34
project_6,vc,GB,SpiesSecretOperations,MALE_U25,2020-03-09,2020-02-21,2497,11,11,13
project_6,wi,ES,Drama,FEMALE_25to34,2019-11-30,2020-02-21,4996,0,8,3
project_7,wi,FR,FrenchComedy,MALE_25to34,2020-05-15,2020-06-05,28555,14,53,18
project_7,wi,FR,CyprienFans,MALE_45to54,2020-05-15,2020-06-05,21270,4,0,0
project_10,wi,DE,GermanDrama,FEMALE_35to44,2020-10-23,2021-02-19,2047,12,10,12
project_8,vc,GB,ViewedFanSpots,MALE_45to54,2020-11-06,2020-10-30,807,0,0,0
project_1,vc,DE,DarkFemaleLedTV,MALE_35to44,2020-07-07,2020-03-18,16491,12,19,28
project_2,vc,DK,Mixed_Segment_D,FEMALE_35to44,2020-11-06,2020-10-23,3564,0,0,0
project_8,vc,GB,Mixed_Segment_D,FEMALE_35to44,2020-11-06,2020-10-30,2003,0,0,0
project_1,vc,ES,Cast,FEMALE_35to44,2020-08-18,2020-03-18,5410,0,1,7
project_5,vc,FR,FrenchComedy,FEMALE_35to44,2020-04-29,2020-04-15,25168,94,45,78
project_12,wi,FR,PSGFans,FEMALE_35to44,2020-08-21,2020-09-15,3285,0,0,0
project_6,vc,FR,PRIMEOriginalSeries,FEMALE_O45,2020-03-09,2020-02-21,2462,7,1,14
project_10,wi,DE,Control,FEMALE_35to44,2020-10-23,2021-02-19,946,2,3,6
project_1,vc,DE,Feminism,FEMALE_45to54,2020-07-07,2020-03-18,6248,0,4,4
project_11,wi,FR,FrenchCinemaTVSeries,FEMALE_35to44,2020-08-21,2020-09-18,5332,0,0,0
project_3,wi,NL,Dystopian,MALE_35to44,2020-08-14,2020-09-25,9525,3,73,16
project_14,wi,AT,GermanComedy,FEMALE_35to44,2020-09-14,2020-12-04,10562,1,2,3
project_8,vc,GB,Control,FEMALE_U25,2020-11-06,2020-10-30,1162,0,0,0
project_1,vc,DE,Cast,MALE_45to54,2020-07-07,2020-03-18,5375,0,0,3
project_3,wi,FR,DarkTV,FEMALE_45to54,2020-09-08,2020-09-25,3617,0,0,0
project_2,vc,FI,Mixed_Segment_F,FEMALE_O55,2020-11-06,2020-10-23,3916,4,8,0
project_6,wi,ES,Action,MALE_35to44,2019-11-30,2020-02-21,4692,6,9,2
project_2,vc,ES,OffensiveComedy,MALE_25to34,2020-11-10,2020-10-23,7639,0,0,0
project_1,vc,ES,Feminism,MALE_O55,2020-08-18,2020-03-18,4700,1,1,1
project_1,vc,ES,WomensFavouriteTV,MALE_25to34,2020-08-18,2020-03-18,14503,4,16,4
project_2,wi,ES,SBC,FEMALE_35to44,2020-10-09,2020-10-23,5278,45,16,6
project_6,vc,ES,TarantinoStyle,FEMALE_O45,2020-03-09,2020-02-21,4619,20,4,10
project_8,vc,GB,ViewedFanSpots,FEMALE_O55,2020-11-06,2020-10-30,210,0,0,0
project_6,wi,DE,Action,MALE_35to44,2019-11-29,2020-02-21,1612,0,5,10
project_9,vc,DE,FootballEntertainment,MALE_25to34,2020-06-23,2020-06-05,10937,102,126,94
project_7,vc,FR,Comedy,FEMALE_45to54,2020-07-12,2020-06-05,50868,10,46,17
project_1,wi,NL,WomensFavouriteTV,FEMALE_O55,2020-05-10,2020-03-18,3724,1,1,8
project_11,wi,FR,Parents,FEMALE_18to24,2020-08-21,2020-09-18,3442,0,0,0
project_2,vc,DK,Demo,MALE_25to34,2020-11-06,2020-10-23,1651,0,0,0
project_1,vc,DE,WomensFavouriteTV,FEMALE_O45,2020-07-07,2020-03-18,5517,29,20,82
project_7,wi,FR,McflyCarlito,FEMALE_25to34,2020-05-15,2020-06-05,35376,0,0,4
project_11,wi,FR,FamousEpicComics,FEMALE_35to44,2020-08-21,2020-09-18,7230,0,0,0
project_8,vc,GB,Mixed_Segment_D,MALE_25to34,2020-11-06,2020-10-30,1602,0,0,0
project_6,wi,ES,SpiesSecretOperations,FEMALE_35to44,2019-11-30,2020-02-21,4132,5,2,4
project_7,wi,FR,NatooFans,FEMALE_18to24,2020-05-15,2020-06-05,12714,37,8,15
project_8,vc,GB,ComedyHorror,MALE_O55,2020-11-06,2020-10-30,1893,0,0,0
project_9,vc,DE,SportEntertainment,FEMALE_45to54,2020-06-23,2020-06-05,6572,6,60,3
project_6,wi,DE,PRIMEOriginalSeries,MALE_O25,2019-11-29,2020-02-21,10744,6,14,6
project_1,vc,DE,PrimeVideoFans,MALE_18to24,2020-07-07,2020-03-18,3450,2,11,15
project_10,wi,DE,DrugsonScreen,MALE_O55,2020-10-23,2021-02-19,1767,3,19,2
project_6,wi,FR,Action,MALE_O45,2019-11-29,2020-02-21,1586,1,5,5
project_6,vc,ES,PRIMEOriginalSeries,MALE_U25,2020-03-09,2020-02-21,2965,2,3,3
project_12,wi,FR,SportEntertainment,MALE_O55,2020-08-21,2020-09-15,3580,0,0,0
project_5,wi,FR,BarreDancePoleFitnessEnthusiasts,FEMALE_U25,2020-04-10,2020-04-15,5198,28,10,47
project_1,vc,ES,Cast,MALE_35to44,2020-08-18,2020-03-18,7023,3,5,5
project_2,vc,SE,Broad,FEMALE_25to34,2020-11-06,2020-10-23,2319,0,3,0
project_6,wi,GB,Control,MALE_U25,2019-11-29,2020-02-21,12353,26,159,116
project_13,wi,FR,FrenchCinema,MALE_25to34,2020-09-21,2020-09-25,3360,0,0,0
project_2,wi,AT,USDocumentary,FEMALE_45to54,2020-10-10,2020-10-23,1741,3,1,1
project_6,vc,ES,Action,FEMALE_25to34,2020-03-09,2020-02-21,4192,7,17,11
project_3,wi,GB,Dystopian,MALE_25to34,2020-08-14,2020-09-25,10074,17,21,73
project_3,wi,DE,ComicBookTV,MALE_45to54,2020-09-08,2020-09-25,1646,2,6,18
project_2,vc,NO,Mixed_Segment_D,FEMALE_25to34,2020-11-06,2020-10-23,3965,4,1,0
project_3,wi,GB,VisuallyArresting,FEMALE_35to44,2020-08-14,2020-09-25,5424,6,1,25
project_3,wi,IT,ComicBookTV,MALE_U25,2020-09-08,2020-09-25,4214,0,0,0
project_9,wi,DE,SportEntertainment,FEMALE_O55,2020-06-02,2020-06-05,4425,7,29,3
project_6,wi,DE,CastCrew,MALE_25to34,2019-11-29,2020-02-21,2137,28,5,16
project_2,vc,IE,Mixed_Segment_D,MALE_35to44,2020-11-06,2020-10-23,7683,0,0,0
project_3,wi,DE,DarkTV,MALE_25to34,2020-09-08,2020-09-25,2902,1,13,33
project_7,wi,FR,LudovikFans,MALE_O45,2020-05-15,2020-06-05,2166,3,20,2
project_8,vc,GB,Control,FEMALE_25to34,2020-11-06,2020-10-30,2404,0,0,0
project_8,vc,GB,FlockAudiences,MALE_35to44,2020-11-06,2020-10-30,2079,0,0,0
project_14,wi,DE,Mixed_Segment_B,MALE_25to34,2020-09-14,2020-12-04,13121,0,0,0
project_12,wi,FR,Documentary,MALE_18to24,2020-08-21,2020-09-15,4779,0,0,0
project_1,wi,GB,MysteryThriller,MALE_O55,2020-05-10,2020-03-18,10337,2,7,3
project_12,wi,FR,Documentary,FEMALE_45to54,2020-08-21,2020-09-15,3493,0,0,0
project_6,wi,GB,SpiesSecretOperations,MALE_35to44,2019-11-29,2020-02-21,3799,23,13,17
project_8,vc,GB,TheCornettoTrilogy,FEMALE_U25,2020-11-06,2020-10-30,2337,0,0,0
project_6,vc,GB,CastCrew,MALE_O45,2020-03-09,2020-02-21,3198,24,10,30
project_1,vc,AT,Cast,MALE_35to44,2020-07-07,2020-03-18,9878,3,6,4
project_2,vc,ES,OffensiveComedy,FEMALE_25to34,2020-11-10,2020-10-23,8262,0,0,0
project_6,wi,ES,Control,FEMALE_O25,2019-11-30,2020-02-21,3187,3,5,3
project_4,wi,DE,Crime,MALE_O55,2020-07-15,2020-09-25,6976,16,72,49
project_1,vc,ES,Motherhood,FEMALE_O55,2020-08-18,2020-03-18,5352,7,0,6
project_7,wi,FR,FrenchComedy,MALE_35to44,2020-05-15,2020-06-05,16055,13,28,11
project_5,vc,FR,PrimeVideoFans,MALE_35to44,2020-04-29,2020-04-15,7130,14,36,29
project_1,vc,ES,Books,MALE_35to44,2020-08-18,2020-03-18,6060,0,3,5
project_14,wi,AT,GermanComedy,FEMALE_O55,2020-09-14,2020-12-04,1755,0,2,1
project_2,vc,ES,USCulture,FEMALE_45to54,2020-11-10,2020-10-23,4106,0,0,0
project_1,vc,DE,Books,MALE_35to44,2020-07-07,2020-03-18,9062,6,10,12
project_5,vc,FR,FrenchInfluencers,MALE_35to44,2020-04-29,2020-04-15,15366,20,111,20
project_7,wi,FR,NatooFans,FEMALE_25to34,2020-05-15,2020-06-05,36009,24,9,9
project_2,vc,IE,Mixed_Segment_E,MALE_45to54,2020-11-06,2020-10-23,7153,0,0,0
project_8,vc,GB,Mixed_Segment_E,FEMALE_35to44,2020-11-06,2020-10-30,2803,0,0,0
project_1,vc,GB,FemaleLedDrama,MALE_45to54,2020-06-24,2020-03-18,6430,4,12,10
project_2,vc,PT,Core,FEMALE_35to44,2020-11-07,2020-10-23,9862,11,3,4
project_5,vc,FR,InARelationship,FEMALE_U25,2020-04-29,2020-04-15,13233,29,48,80
project_5,vc,FR,Moviegoers,MALE_25to34,2020-04-29,2020-04-15,15720,22,130,20
project_9,wi,DE,SportEntertainment,MALE_18to24,2020-06-02,2020-06-05,4772,47,51,6
project_9,wi,DE,SportEntertainment,FEMALE_35to44,2020-06-02,2020-06-05,3693,14,53,0
project_5,wi,FR,BarreDancePoleFitnessEnthusiasts,FEMALE_25to34,2020-04-10,2020-04-15,5824,30,7,14
project_2,vc,DK,Demo,FEMALE_25to34,2020-11-06,2020-10-23,2150,0,0,0
project_2,vc,DK,Demo,FEMALE_35to44,2020-11-06,2020-10-23,1759,0,0,0
project_2,wi,ES,Comedy,FEMALE_45to54,2020-10-09,2020-10-23,9076,11,25,3
project_8,vc,GB,KerrysBespokeList,FEMALE_35to44,2020-11-06,2020-10-30,1617,0,0,0
project_14,wi,DE,Comedy,MALE_25to34,2020-09-14,2020-12-04,3290,12,31,20
project_2,vc,ES,USCulture,FEMALE_35to44,2020-11-10,2020-10-23,3649,0,0,0
project_7,wi,FR,FrenchComedy,MALE_18to24,2020-05-15,2020-06-05,24405,44,56,20
project_7,vc,FR,PrimeVideoFans,MALE_35to44,2020-07-12,2020-06-05,61972,5,26,13
project_4,vc,DE,Extended,MALE_35to44,2020-10-13,2020-09-25,2370,14,17,22
project_14,wi,AT,GermanyComedy,FEMALE_35to44,2020-09-14,2020-12-04,9395,1,0,2
project_12,wi,FR,FootballEntertainment,MALE_O55,2020-08-21,2020-09-15,3556,0,0,0
project_2,vc,ES,USCulture,FEMALE_25to34,2020-11-10,2020-10-23,3366,0,0,0
project_1,vc,GB,DarkFemaleLedTV,FEMALE_45to54,2020-06-24,2020-03-18,4462,22,4,43
project_4,wi,DE,Crime,FEMALE_U25,2020-07-15,2020-09-25,7829,18,22,58
project_11,wi,FR,French,FEMALE_45to54,2020-08-21,2020-09-18,5156,0,0,0
project_12,wi,FR,FootballEntertainment,MALE_35to44,2020-08-21,2020-09-15,2844,0,0,0
project_2,vc,ES,USCulture,FEMALE_O55,2020-11-10,2020-10-23,3299,0,0,0
project_2,vc,DK,Mixed_Segment_D,MALE_35to44,2020-11-06,2020-10-23,4114,0,0,0
project_1,vc,ES,Feminism,FEMALE_U25,2020-08-18,2020-03-18,9539,4,10,5
project_6,vc,ES,Action,MALE_25to34,2020-03-09,2020-02-21,5200,9,16,5
project_6,vc,FR,Action,MALE_O45,2020-03-09,2020-02-21,2624,19,11,7
project_1,vc,ES,DarkFemaleLedTV,FEMALE_45to54,2020-08-18,2020-03-18,10832,49,4,78
project_6,wi,DE,PRIMEOriginalSeries,MALE_35to44,2019-11-29,2020-02-21,2524,3,10,4
project_8,vc,GB,Control,FEMALE_45to54,2020-11-06,2020-10-30,1937,0,0,0
project_2,wi,ES,USCulture,FEMALE_35to44,2020-10-09,2020-10-23,4400,18,13,0
project_14,wi,AT,Comedy,FEMALE_25to34,2020-09-14,2020-12-04,18511,0,4,6
project_14,wi,DE,StandUp,FEMALE_45to54,2020-09-14,2020-12-04,2078,4,16,8
project_10,wi,DE,Control,FEMALE_25to34,2020-10-23,2021-02-19,628,3,3,9
project_5,vc,FR,EmpowermentFeminismBodyPositivity,MALE_O45,2020-04-29,2020-04-15,8906,5,92,11
project_2,vc,ES,Control,MALE_O55,2020-11-10,2020-10-23,9019,0,0,0
project_2,vc,ES,SBC,MALE_45to54,2020-11-10,2020-10-23,4532,0,0,0
project_6,wi,GB,PRIMEOriginalSeries,MALE_U25,2019-11-29,2020-02-21,18918,21,42,47
project_3,wi,DE,PrimeVideoFans,MALE_O55,2020-09-08,2020-09-25,1307,3,2,18
project_5,wi,FR,ComedyDramedy,FEMALE_O45,2020-04-10,2020-04-15,12121,30,23,33
project_13,wi,FR,MusicNostalgia,FEMALE_25to34,2020-09-21,2020-09-25,4097,0,0,0
project_1,vc,ES,FemaleLedDramaMovies,FEMALE_U25,2020-08-18,2020-03-18,13013,5,15,6
project_3,wi,DE,PrimeVideoFans,FEMALE_U25,2020-09-08,2020-09-25,1461,2,1,11
project_7,vc,FR,Gamers,MALE_18to24,2020-07-12,2020-06-05,92077,60,137,45
project_7,vc,FR,Gamers,MALE_25to34,2020-07-12,2020-06-05,111422,23,160,22
project_6,wi,GB,BrutalWitty,FEMALE_O25,2019-11-29,2020-02-21,12494,5,14,17
project_9,vc,DE,FootballEntertainment,MALE_18to24,2020-06-23,2020-06-05,10397,123,69,128
project_2,vc,ES,USCulture,FEMALE_U25,2020-11-10,2020-10-23,5867,0,0,0
project_2,wi,ES,SBC,FEMALE_25to34,2020-10-09,2020-10-23,5077,48,13,4
project_11,wi,FR,FrenchCinemaTVSeries,FEMALE_45to54,2020-08-21,2020-09-18,4006,0,0,0
project_5,wi,FR,Singles,FEMALE_25to34,2020-04-10,2020-04-15,6044,18,11,34
project_1,vc,ES,DarkFemaleLedTV,FEMALE_25to34,2020-08-18,2020-03-18,12984,56,12,56
project_10,wi,DE,Music,MALE_25to34,2020-10-23,2021-02-19,922,2,10,2
project_4,vc,DE,GermanCrimeDrama,FEMALE_25to34,2020-10-13,2020-09-25,1542,6,12,1
project_6,wi,GB,CastCrew,MALE_O25,2019-11-29,2020-02-21,16979,37,26,23
project_6,wi,GB,Control,MALE_25to34,2019-11-29,2020-02-21,4914,14,68,42
project_1,vc,GB,WomensFavouriteTV,MALE_25to34,2020-06-24,2020-03-18,5257,5,4,13
project_6,wi,GB,SpiesSecretOperations,FEMALE_25to34,2019-11-29,2020-02-21,2429,1,9,11
project_6,vc,FR,PRIMEOriginalSeries,FEMALE_35to44,2020-03-09,2020-02-21,2429,8,7,12
project_3,wi,DE,VisuallyArresting,MALE_35to44,2020-09-08,2020-09-25,2361,5,5,24
project_1,vc,GB,WomensFavouriteTV,FEMALE_35to44,2020-06-24,2020-03-18,5063,18,2,34
project_14,wi,AT,Comedy,MALE_O55,2020-09-14,2020-12-04,11081,0,8,9
project_6,vc,ES,SpiesSecretOperations,MALE_U25,2020-03-09,2020-02-21,4632,7,14,8
project_6,vc,FR,Control,MALE_O45,2020-03-09,2020-02-21,4038,17,65,27
project_1,vc,DE,WomensFavouriteTV,FEMALE_45to54,2020-07-07,2020-03-18,7208,0,2,5
project_1,vc,DE,Motherhood,FEMALE_45to54,2020-07-07,2020-03-18,1770,0,1,0
project_2,wi,ES,SBC,FEMALE_O55,2020-10-09,2020-10-23,7058,16,15,4
project_11,wi,FR,French,MALE_35to44,2020-08-21,2020-09-18,4456,0,0,0
project_2,vc,PT,Broad,MALE_O55,2020-11-07,2020-10-23,4670,3,3,0
project_3,wi,IT,DarkTV,MALE_O55,2020-09-08,2020-09-25,4318,0,0,0
project_6,wi,DE,SpiesSecretOperations,FEMALE_O25,2019-11-29,2020-02-21,7242,9,8,8
project_3,wi,GB,Dystopian,FEMALE_25to34,2020-08-14,2020-09-25,7533,16,3,78
project_11,wi,FR,FrenchCinema,MALE_18to24,2020-08-21,2020-09-18,4655,0,0,0
project_6,vc,FR,Control,FEMALE_O45,2020-03-09,2020-02-21,3369,8,56,41
project_10,wi,DE,DrugsonScreen,FEMALE_25to34,2020-10-23,2021-02-19,1596,8,12,6
project_6,wi,DE,VengeanceSelfJustice,FEMALE_U25,2019-11-29,2020-02-21,1620,3,4,4
project_8,vc,GB,ViewedFanSpots,FEMALE_U25,2020-11-06,2020-10-30,1066,0,0,0
project_6,wi,DE,VengeanceSelfJustice,FEMALE_O25,2019-11-29,2020-02-21,6718,6,3,5
project_2,vc,IE,Broad,FEMALE_O55,2020-11-06,2020-10-23,2793,0,0,0
project_7,wi,FR,PrimeVideoFans,MALE_O45,2020-05-15,2020-06-05,505,1,2,0
project_6,wi,GB,Drama,FEMALE_25to34,2019-11-29,2020-02-21,2775,7,18,20
project_1,wi,NL,FemaleLedDrama,MALE_U25,2020-05-10,2020-03-18,5869,1,2,5
project_6,vc,ES,Control,MALE_O45,2020-03-09,2020-02-21,6029,37,24,33
project_8,vc,GB,Mixed_Segment_F,MALE_O55,2020-11-06,2020-10-30,2784,0,0,0
project_7,wi,FR,Gamers,FEMALE_O45,2020-05-15,2020-06-05,880,1,7,11
project_3,wi,DE,ComicBookTV,MALE_35to44,2020-09-08,2020-09-25,2627,0,6,36
project_8,vc,GB,IrreverentBritishTVComedy,FEMALE_35to44,2020-11-06,2020-10-30,1689,0,0,0
project_7,vc,FR,RealityTVHits,FEMALE_35to44,2020-07-12,2020-06-05,47733,22,50,48
project_2,vc,NO,Core,MALE_25to34,2020-11-06,2020-10-23,3706,31,0,9
project_5,vc,FR,FrenchComedy,MALE_35to44,2020-04-29,2020-04-15,26498,39,165,41
project_2,wi,AT,USDocumentary,FEMALE_35to44,2020-10-10,2020-10-23,2615,14,5,0
project_1,vc,AT,PrimeVideoFans,MALE_25to34,2020-07-07,2020-03-18,22749,3,5,13
project_1,vc,AT,BestOfMystery,FEMALE_18to24,2020-07-07,2020-03-18,25637,10,1,26
project_2,vc,FI,Mixed_Segment_E,FEMALE_45to54,2020-11-06,2020-10-23,4654,0,0,0
project_7,wi,FR,NatooFans,FEMALE_45to54,2020-05-15,2020-06-05,36536,1,0,0
project_12,wi,FR,PrimeVideoFans,FEMALE_25to34,2020-08-21,2020-09-15,2972,0,0,0
project_2,wi,ES,Control,MALE_45to54,2020-10-09,2020-10-23,2781,6,4,2
project_6,wi,GB,Drama,FEMALE_35to44,2019-11-29,2020-02-21,2290,4,6,12
project_5,wi,FR,ComedyDramedy,FEMALE_25to34,2020-04-10,2020-04-15,13379,64,57,57
project_1,vc,ES,Motherhood,MALE_45to54,2020-08-18,2020-03-18,5650,1,3,6
project_3,wi,IT,VisuallyArresting,FEMALE_U25,2020-09-08,2020-09-25,3092,0,0,0
project_1,vc,GB,MysteryThriller,MALE_45to54,2020-06-24,2020-03-18,6978,5,10,10
project_5,wi,FR,FrenchInfluencers,FEMALE_U25,2020-04-10,2020-04-15,6612,34,24,47
project_1,vc,DE,WomensFavouriteTV,FEMALE_25to34,2020-07-07,2020-03-18,15169,41,3,81
project_4,wi,DE,GermanProductions,FEMALE_45to54,2020-07-15,2020-09-25,8330,21,20,52
project_7,vc,FR,LudovikFans,MALE_35to44,2020-07-12,2020-06-05,77270,11,59,28
project_4,wi,DE,Thriller,MALE_O55,2020-07-15,2020-09-25,8369,36,100,41
project_11,wi,FR,ParentsKids,FEMALE_35to44,2020-08-21,2020-09-18,6788,0,0,0
project_3,wi,DE,PrimeVideoFans,FEMALE_45to54,2020-09-08,2020-09-25,1411,0,2,21
